cat	title
1	人文学院07级研究生始业教育系列讲座
1	环资学院隆重举行2007级研究生开学典礼
1	建工学院举行迎新大会暨院长报告会
1	计算机学院与软件学院07级新生开学典礼隆重举行
1	光华法学院举行2007级新生开学典礼
1	机能学院2007级迎新大会隆重举行
1	生仪学院2007级迎新大会
1	首届三菱电机自动化杯科技创新大赛我校参赛队取得好成绩
1	美国专家来浙医二院观摩胰肠吻合-- 我国医学自主创新走向国际
1	研究生院副院长严建华赴北仑检查指导研究生挂职锻炼
1	浙江大学EMBA俱乐部绍兴分部成立
1	光华法学院2007届学生毕业典礼举行
1	环资学院举行2007届毕业生欢送晚会
1	第五届“信息节”闭幕式暨信息学院基层组织建设月总结表彰大会成功举行
1	共合网在传媒学院捐资设立“创新传媒奖学金”
1	计算机学院与软件学院110周年校庆活动之电脑节闭幕式暨校友论坛
1	外语学院校庆系列活动之教育界、企业界校友座谈会
1	庆祝浙江大学建校110周年光华法学院系列活动之——记章靖忠律师“法律职业人的成长之路”讲座
1	珍爱环境、文明出行—计算机学院与软件学院举行大型签名活动
1	外语学院“做人，做浙大人，做外院人”系列讲座拉开帷幕
1	附属一院陈新华博士获教育部“春晖杯”大赛一等奖
1	西湖科技论坛——RFID及相关技术研讨会举行
1	农学院举行离退休教职员工辞旧迎新茶话会
1	国家哲学社科规划办佘志远常务副主任一行来我校参观指导
1	信息学院召开06年科研工作总结暨07年项目申报动员会
1	管理学院“创业管理精英班”项目本学期全面启动
1	省社科规划办曾骅主任前来管理学院指导国家社科基金申报工作
1	浙医二院急诊中心成立二十周年
1	浙江大学“南方都市报新闻奖学金”隆重颁奖
1	继续教育成为我校与云南省省校合作的重要窗口
1	迎评促建  顶天立地---动科院召开教职工大会，旨在推动学院教学、科研、社会服务全面和谐发展
1	中兴通讯高级副总裁周苏苏一行访问管理学院及国家创新管理基地
1	地方合作平稳推进，新农村建设有力开局——外语学院与湖州长兴地方合作项目进展顺利
1	自主创新 任重道远――陈子辰教授话“数字化制造――机械工程/工业工程的发展与未来”
1	信息学院光电系杨甬英教授获NSAF基金特优奖
1	我校举办的“自主创新与管理变革”高级研修班
1	加强地方合作,为构建和谐社会做出新贡献"
1	人文学院团委荣获共青团浙江省委纪念长征胜利70周年创意实践“双十佳”表彰
1	做精彩IT人——记计算机与软件学院“就业活动指导月”开幕式暨浙大网新模拟招聘会
1	信息学院虞露教授参加新世纪巾帼发明家创新事迹巡回宣讲
1	抓住重大项目不放，促进学科建设和人才培养——机械与能源工程学院召开暑期工作会议
1	走进新农村,实践创新知——记浙江大学新农村建设大学长兴实践基地成立暨2006暑假社会实践“新农村建设服务队”启动仪式"
1	第二届亚洲网箱水产养殖国际大会在我校成功举办
1	创新管理基地师生组团赴新加坡参加第三届技术和创新管理国际会议（ICMIT2006)
1	我校计算机学院任重同学获“教育部-微软产学研合作基地优秀实习生”称号
1	哈佛大学商学院创业管理教授集体到访管理学院
1	张曦书记、陈子辰常务副书记莅临中国农村发展研究院指导工作
1	王国松教育基金会成立十周年庆典和三届二次理事会议暨换届工作会议隆重召开
1	计算机学院与软件学院举行浙江大学“浙江移动·诺基亚”创新基金启动仪式暨浙江省首届手机软件应用大赛闭幕式
1	管理学院为省属国有企业培训200余名领导干部
1	管理学院设“创业管理精英班”　　培养管理类精英人才
1	由地方合作处、环资学院组成的首批调研小组赴湖州调研
1	英特尔－浙江大学多核技术实验室成立
1	软件学院宁波分院首批软件工程硕士学位授予典礼隆重举行
1	浙江大学EMBA俱乐部暨EMBA教育基金会揭牌仪式举行
1	机械与能源工程学院举行学院第二届青年教师教学技能比赛
1	电气工程学院教学工作会议简讯
1	机械与能源工程学院与博世汽车柴油系统股份有限公司签署合作协议书
1	张浚生同志担任浙江省经济和社会发展研究基金会理事长
1	机械能源学院举行“学生创新实验室”授牌仪式
1	计算机学院与软件学院本科教学工作会议
1	中国农村发展研究院黄祖辉教授等人应邀出席“中国新农村建设：乡村治理与乡镇政府改革”国际研讨会
1	艰苦创业，大胆革新，第三届浙江大学柯元恒实验奖教金举行颁奖仪式
1	教育学院举行2006届春季研究生毕业典礼
1	信息学院毕业研究生学位授予仪式举行
1	人文学院2006届研究生毕业典礼暨学位授予仪式隆重举行
1	电气学院举行李崇坚兼职教授聘任仪式
1	教育部考试中心 “十五”规划课题“自学考试机制改革研究”取得创新型成果
1	融入区域创新体系　积极探索产学研合作新模式
1	973项目《提高大型互联电网运行可靠性的基础研究》专家组来我校电气工程学院检查和指导工作
1	陈子辰常务副书记陪同中组部有关领导到管理学院检查指导国家重点项目
1	执著创新实现外语学院博士点零的突破
1	信息学院成立“太赫兹技术研究中心”
1	管理学院召开毕业生就业指导工作会议  全面加强毕业生就业指导工作
1	信息学院赴中电科集团36所开展交流合作
1	以全国科技大会精神为指引，共同谋划管理学院发展大计
1	计算机学院两位本科生获“计算机世界奖学金”
1	环资学院新春研本交流暨研究型学风创新建设研讨
1	法学院举办“法院院长/检察长论坛”
1	联合国前南问题国际刑事法庭大法官刘大群来法学院讲座
1	第四届“中国工程科技论坛——混凝土结构耐久性” 在浙江大学举办
1	我校获2006全国高等学校城市规划学科专业指导委员会年会主办权
1	“心灵与机器” 2005年杭州会议在我校举行
1	首届“全球化制造与中国”高层论坛开幕式在浙江大学隆重举行
1	法学院建院60周年庆祝大会隆重举行
1	两岸青年企业家聚首浙大纵论创新与发展
1	规划今朝 幸福明天---人文学院“杰出校友论坛”开讲
1	信息学院举行班主任研讨会
1	第六届网络时代信息管理国际会议（WAIM’2005）成功举办
1	“2005中国国际湖泊旅游论坛”圆满举办
1	我校计算机学院三位学生获2005“微软学者”奖学金
1	海峡两岸工程力学研讨会2005在我校举行
1	动物科学学院动物分子营养学教育部重点实验室通过教育部重点实验室评审组专家组现场评估与验收
1	奋发图强  为振兴中华而努力学习——记贺贤土院士“引航人生”报告会
1	播撒绿色种子 服务生态浙江 携手和谐社会——第四届浙江省青少年绿色营启动仪式在浙江大学举行
1	第七届全国农业科普期刊广告协作网交流会在我校举行
1	“2005第二届中国国际休闲度假大会”圆满结束
1	《中外房地产论坛——房地产市场调控与城市发展》在我校隆重举行
1	CRPE与香港RFP协会举行合作签字仪式
1	日本富士电机系统株式会社访问电气工程学院暨合作研究项目（二期）签约
1	“TRIPS与司法审查”研讨会举行
1	浙大与隆德大学中—瑞管理发展研究中心成立
1	浙江大学软件学院、浙大网新和美国道富公司院企合作，培养国际化IT专才
1	教育学院举行2004级教育硕士、高校教师在职攻读硕士学位研究生开学典礼
1	浙大教育学院与华东师大教科院研究生举行联合论坛
1	计算机学院与浙江中南集团卡通影视有限公司强强联合进行广泛深入合作
1	浙江大学热能工程研究所二噁英实验室落成暨浙大－日本电子二噁英研究共建实验室揭幕典礼隆重举行
1	学校、政府、企业联手实施“浙江省中小企业成长计划”
1	机械与能源学院举行2005年团拜会
1	岑可法教育基金会成立大会暨岑可法院士七十诞辰庆祝会举行
1	“瞄准能源学科前沿，构建一流导师群体，培养一流创新人才”课题通过鉴定
1	信息学院与湖州市电子信息企业举行科技论坛和科技对接活动
1	第五届浙江大学MBA国际论坛隆重开幕
1	浙大生物医学工程专业首届研究生课程进修班开学典礼举行
1	第二届全国外语教辅类报刊编辑业务与发展策略研讨会举行
1	机械与能源学院举行“单金铭制冷低温专业奖学金”颁奖仪式
1	计算机学院(软件学院)举行“柯杰瑞教育”奖学金签约暨首届奖学金颁奖仪式
1	2004年秋季EMBA研究生班开学典礼在玉泉校区举行
1	浙大——巴黎高师药物化学联合实验室成立
1	机能学院学生获“第一届大学生工程技术创新大赛”奖励
1	第四届“金融服务中的信息技术”国际研讨会我校举行
1	“浙江大学旅游教研基地”授牌仪式在浙江省大明山举行
1	计算机学院（软件学院）举行导师接待日活动
1	浙大“卡特”与云南大理州烟草公司建立长期合作关系
1	第三届国际燃烧、焚烧/热解和污染控制会议在浙江大学成功举行
1	第二届（2004年）中国青年创新论坛在我校举办
1	许庆瑞教授从教50周年庆祝仪式暨“许庆瑞创新管理教育基金”揭牌仪式在我校隆重举行
1	第四届技术管理与技术创新国际会议开幕式在我校举行
1	第二届价值工程与企业技术创新国际会议在我校举行
1	第一届东亚贸易与商务谈判国际研讨会在我校举行
1	“反贫困问题高级研修项目”开学典礼举行
1	计算机科学与技术学院(软件学院)第二十五届本科生团学联代表大会召开
1	首届“长三角地区药学博士生论坛”在我校举行
1	中国“三农”问题国际研讨会开幕式在我校隆重举行
1	第六届中日建筑结构技术交流会在我校举行
1	人文学院举行学生创业导师聘请仪式暨欢送2004届毕业生晚会
1	浙江大学民营经济研究中心成功举办“2004年义乌论坛”
1	浙江大学研究生教育创新工程――计算机学院研究生互动性多媒体实验室顺利通过验收
1	教育学院博士生参加教育学首届全国博士生论坛
1	浙江大学思源天然药物与生物毒素研究中心揭牌仪式举行
1	浙江大学合勤奖学金颁奖典礼在玉泉校区举行
1	浙江大学－英飞凌MCU实验室举行揭牌仪式
1	人文学院举行新叶广发文学奖颁奖典礼
1	全国第一届植物营养基因组学研讨会举行
1	“第二届人才战略与创业管理国际研讨会”开幕式在我校隆重举行
1	教育学院举行客座教授授予仪式
1	法学院聘请国家社科基金(人口学)评审组长田雪原教授为法学院兼职教授
1	2004年中国法经济学论坛暨制度经济学研讨会举行
1	中组部党政领导干部考试与测评中心重点科研项目汇报会在我校举行
1	机械与能源学院举行洪嘉振先生兼职教授聘任仪式
1	材料与化学工程学院对膜材料与应用科技创新平台建设进行了研讨
1	浙江省首届领导干部EMBA学位班开学典礼在我校隆重举行
1	我校生物医学工程教育部重点实验室学术委员会会议召开
1	我校经济学院扶持温州大学经济学院办学合作协议签字仪式在温州大学举行
1	外语学院举行2004届研究生毕业典礼暨学位授予仪式
1	浙江大学03级MPA研究生开学典礼举行
1	计算机学院两位本科生喜获“计算机世界奖学金”
1	管理学院举行大型经验交流会
1	著名历史学家齐世荣在人文学院历史系讲座
1	农学院召开人才队伍建设研讨会
1	中挪四方共建“海水鱼类营养与饲料联合实验室”启动仪式在沈家门举行
1	环资学院召开科研工作会议
1	我校举行“浙大—巨盈先进材料联合研究室共建签约仪式”
1	浙大“东方论坛”首次讲座
1	我校第二届EMBA开学典礼隆重举行
1	IBM共享大学研究（SUR）项目启动仪式在农业与生物技术学院举行
1	首届“长三角研究生：中国‘三农’问题论坛”在我校举行
1	2003年全国电力电子与电力传动学科教学研讨会在我校举行
1	“中国国际民间环境组织合作论坛”在京举行
1	中国旅游饭店管理热点问题研讨会举行
1	“学习型组织与学习型政府”学术讨论会在我校召开
1	管理学院旅游研究所举办2003’中国温泉养生论坛
1	药学院举行成立90周年庆祝大会
1	建工学院举办“国际环境振动ISEV’2003高级论坛”
1	信息学院举行惯性导航系统专题研讨会
1	“精细农业与农业信息技术”高级研讨班在我校举行
1	先进音视频编解码技术论坛在我校举行
1	浙江大学－－－三星电子联合系统芯片(SoC)实验室成立
1	浙江大学----香港理工大学国际企业培训中心举行企业高层论坛暨五周年庆典活动
1	信息学院与Motorola公司举行签字仪式
1	浙江省十余家一流IT企业与我校国家示范性软件学院举行骨干实习基地授牌仪式
1	机能学院召开纪念建党八十二周年暨表彰优秀共产党员大会
1	生工食品学院生物系统工程专业教学实习基地举行授牌仪式
1	医学院举行2003届研究生毕业典礼暨学位授予仪式
1	张明龙获“云南省省院省校合作项目”先进个人奖
1	药学院与浙江省药品监督管理局举行合作座谈会
1	机能学院举行首届机电专业助困基金颁发仪式
1	台州市科技局来农学院洽谈科技合作意向
1	教育学院举行2003届研究生毕业典礼暨学位授予仪式
1	信息学院举行2003届研究生毕业典礼
1	计算机学院举行2003届研究生毕业典礼暨学位授予仪式
1	建工学院举行2003届研究生毕业典礼暨学位授予仪式
1	管理学院举行2003届研究生毕业典礼暨学位授予仪式
1	浙江大学安吉现代农业示范基地揭碑仪式举行
1	环资学院召开人事、科研工作会议
1	信息学院召开科研工作会议
1	管理学院举行MBA特聘导师工作会议
1	地下工程高级技术论坛举行
1	建工学院“广宇”专项奖学金捐助、颁奖仪式举行
1	建筑工程学院举行崔铎声先生兼职教授聘任仪式
1	可可西里生态志愿者活动报告会在各校区陆续举行
1	管理学院和校学位办联合举办全国首届EMBA教育论坛
1	浙大宁波理工学院举行首届田径运动会
1	我校与香港理工大学合作培养“护理学”学士项目通过评估
1	我校绿之源协会受邀请参加全球环境基金大会
1	建工学院丁利同学获“第七届国际土工合成材料会议”学生奖
1	钱塘江大桥通车65周年纪念大会暨“21世纪桥梁技术发展论坛”在浙江大学举行
1	信息学院国际合作项目——大视场、大孔径投影光刻物镜试制成功
1	机械与能源工程学院举行首届三次 “双代会”暨教育工作会议
1	张勤教授授聘仪式在生工食品学院举行
1	加拿大皇家学会副主席G.Rempel教授授聘仪式在材化学院举行
1	生仪学院举行领导班子及成员届中考核述职报告会
1	徐鹰博士兼职教授授聘仪式在玉泉校区举行
1	医学院举行网页设计大赛
1	中加合作CIDA项目“推进与引导中国农村工业化与城市化改革进程”圆满结题
1	机械能源学院举行77级、78级校友毕业20周年联谊活动
1	国家濒危野生动植物种质基因保护中心建设工作座谈会暨揭牌仪式在我校举行
1	管理学院举行首届青年教师教学基本功比赛
1	信息学院举行青年教授联谊活动
1	教育学院举行首届青年教师教学基本功大赛
1	我校化学工程专业2001级工程硕士班的开学典礼举行
1	农工食品学院举行青年教师教学基本功比赛
1	“工业工程与信息管理研讨会”在我校举行
1	生仪学院举行生物医学工程国家重点学科交流报告会
1	电气学院为诸自强博士举行客座教授授聘仪式
1	信息学院召开首届科研工作会议
1	农工食品学院举行辞旧迎新团拜会
1	信息学院召开科研迎新工作会
1	农学院举行辞旧迎新总结联欢大会
1	“生物信息与医学的未来”科普讲座在科协大楼举行
1	全国硅基集成光子器件及聚合物集成光子器件前沿发展研讨在我校举行
1	“浙江省国际科学技术合作协会会员大会暨成立大会”在杭州召开
1	第二届“新叶·广发文学奖”颁奖仪式在人文学院举行
1	经济全球化与跨地区文化传播学术研讨会在香港召开
1	理学院召开2001年科研工作会议
1	电气学院开展形势讲座
1	农工食品学院与杭州珍宝兔业有限公司签订了科技合作协议
1	“转型时期我国农村制度创新暨温州模式研究”研讨会闭幕
1	浙江大学资本市场与会计研究中心获马来西亚李氏基金捐助
2	徐小洲院长应邀赴韩洽谈合作项目并做学术演讲
2	地科学院学生获第六届全国大学生GIS应用技能大赛特等奖
2	“大气治理与可持续发展”学术研讨会在浙江大学成功举办
2	管院Co-learning团队连续四年获“中国企业管理案例与质性研究论坛”最佳论文奖
2	陈帅研究员合作论文被国际环境经济学顶级期刊Journal of Environmental Economics and Management录用
2	陈竺院士受邀出席浙江大学医学院-哥伦比亚大学医学中心双边学术论坛暨哥伦比亚大学胡氏家族中国健康研究中心第二届国际交流杰出贡献奖颁奖仪式
2	“人文与科学”系列讲座第二讲“李约瑟与浙江大学”成功举办
2	“中国大学校园植物网的构建与示范”项目启动会在生命科学学院召开
2	第十八届中国海洋（岸）工程学术研讨会在舟山校区召开
2	建筑学系吴越教授受邀参加第26届国际建协（UIA）世界建筑师大会演讲并斩获大会“杰出学术论文/设计奖”
2	PLoS Genetics：王福俤与闵军霞团队合作建立斑马鱼人类疾病模型并解析锰离子代谢新机制
2	陈为教授团队与新华网合作发布首个数据新闻——“周琦NBA之路”
2	对话航天功勋和行业权威――信息与电子工程学院举办校友学术前沿论坛
2	生仪学院脑影像科学技术中心在2017国际医学磁共振年会大会上崭露头角
2	陈赟博士入选杭州市优秀青年勘察设计工程师培养计划
2	俞永平教授团队在抗肿瘤创新药物研究中取得阶段性进展
2	基础医学2016年度学术年会召开 聚焦多层次全方面学科交叉
2	邓劲松副教授获得环保部和中科院先进个人通报表扬
2	“1+1+N”农业技术推广模式的创新与实践成果获全国农牧渔业丰收奖
2	徐小洲院长应邀赴韩洽谈合作项目并做学术演讲
2	地科学院学生获第六届全国大学生GIS应用技能大赛特等奖
2	“大气治理与可持续发展”学术研讨会在浙江大学成功举办
2	管院Co-learning团队连续四年获“中国企业管理案例与质性研究论坛”最佳论文奖
2	陈帅研究员合作论文被国际环境经济学顶级期刊Journal of Environmental Economics and Management录用
2	陈竺院士受邀出席浙江大学医学院-哥伦比亚大学医学中心双边学术论坛暨哥伦比亚大学胡氏家族中国健康研究中心第二届国际交流杰出贡献奖颁奖仪式
2	“人文与科学”系列讲座第二讲“李约瑟与浙江大学”成功举办
2	“中国大学校园植物网的构建与示范”项目启动会在生命科学学院召开
2	第十八届中国海洋（岸）工程学术研讨会在舟山校区召开
2	建筑学系吴越教授受邀参加第26届国际建协（UIA）世界建筑师大会演讲并斩获大会“杰出学术论文/设计奖”
2	PLoS Genetics：王福俤与闵军霞团队合作建立斑马鱼人类疾病模型并解析锰离子代谢新机制
2	陈为教授团队与新华网合作发布首个数据新闻——“周琦NBA之路”
2	对话航天功勋和行业权威――信息与电子工程学院举办校友学术前沿论坛
2	生仪学院脑影像科学技术中心在2017国际医学磁共振年会大会上崭露头角
2	陈赟博士入选杭州市优秀青年勘察设计工程师培养计划
2	俞永平教授团队在抗肿瘤创新药物研究中取得阶段性进展
2	基础医学2016年度学术年会召开 聚焦多层次全方面学科交叉
2	邓劲松副教授获得环保部和中科院先进个人通报表扬
2	“1+1+N”农业技术推广模式的创新与实践成果获全国农牧渔业丰收奖
2	浙大管院团队再获“2016中国企业管理案例论坛”最佳论文奖
2	吴殿星教授课题组与中科院合作在PNAS发文揭示水稻抗性淀粉合成分子机理
2	迎百廿华诞，生命科学学院首届校友学术论坛隆重举行
2	果树所博士生王苗苗获第六届国际柿子学术会议“最佳口头报告奖”
2	第13届IEEE国际车辆动力与驱动会议（VPPC2016）盛大开幕
2	博士生彭希亮荣获第15届国际光通信与光网络会议最佳学生论文奖
2	英国皇家工程学院崔占峰院士受聘为浙江大学兼职教授
2	生科院本科生荣获首届全国大学生生命科学创新实验大赛一等奖
2	吴朝晖校长暑期深入调研HOME团队
2	第五届“消化道微生态和功能国际研讨会”在动物科学学院成功举行
2	浙大在省第十届“挑战杯”大学生创业大赛中再创佳绩
2	董丹申院长荣获杭州市杰出人才奖
2	中科院植物研究所洪德元院士访问生命科学学院
2	农学院本科生获第三届全国植物生产类大学生实践创新成果一等奖
2	盛晓明教授团队研究成果成功入选《教育部简报（高校智库专刊）》
2	管理学院旅游系学生再夺国际会议论文奖项
2	农学院新增三个农业部“农业科研杰出人才及其创新团队”
2	诺贝尔经济学奖获得者James Mirrlees教授访问经济学院
2	经济学院三位老师荣获教育部第七届高校科研优秀成果奖
2	第九届海峡两岸机器人学术研讨会暨机器人技术邀请赛顺利举行
2	信电学院原味课程：学术牛耳联手硅谷精英
2	国家自然科学基金委杨卫主任赴浙大舟山校区调研
2	浙江大学—英国帝国理工学院共启学术合作新局面
2	浙大科技园出资奖励“蒲公英”创业大赛优胜团队
2	人文学院两项成果获国家社科基金后期资助项目立项
2	浙大建筑设计研究院人才建设再创佳绩
2	建筑设计研究院青年职工喜获2项人才奖励荣誉
2	浙江大学医学院附属邵逸夫医院第八届国际学术周管理研讨会胜利召开
2	创建健康的医疗工作环境——邵逸夫医院第七届国际学术周暨护理国际研讨会胜利召开
2	积极实践、感恩奉献——记计算机科学与技术学院优秀党员风采
2	继续教育学院赴京参加2011继续教育数字化学习资源共享与服务成果展览会
2	城院学生创业团队文博会上秀环保创意
2	附属儿童医院参加第十一届欧洲小儿外科学术会议
2	海洋科学与工程学系新生始业教育暨师生交流会成功举行
2	浙大医学与机械学科交叉研讨会暨国际学术报告会举行
2	高分子科学与工程学系实验技能大赛顺利举行
2	控制科学与工程学系第三届双代会隆重举行
2	控制科学与工程学系成功举行本科课程试讲活动
2	高分子科学与工程学系“双代会”隆重召开
2	妇产科医院深入开展学术道德建设学习活动
2	光电系理论中心组开展“学术道德建设”专题学习活动
2	儿童医院5位医师在中华医学会第五次全国儿科中青年学术交流大会上获奖
2	妇产科医院医院召开责任医生、责任护士医疗安全座谈会，强调要以科学发展观统领医院安全医疗工作
2	深入学习实践科学发展观  积极营造“三全”育人环境
2	附属二院举办学习实践科学发展观活动试点工作骨干培训会
2	妇产科医院召开科学年会
2	教育学院举行华东师范大学季浏教授学术报告会
2	浙江大学医学院召开科学年会
2	第七次全国科学逻辑讨论会在我校举行
2	外语学院沈弘工作室授牌仪式暨学术讨论会隆重召开
2	浙江大学授予郑欣淼院长兼职教授仪式暨学术报告会举行
2	整合资源　找准突破　实现共赢―管理学院地方合作工作取得新成果
2	凝炼研究方向  迎接2007国家重点实验室评估----记现代光学仪器国家重点实验室第十次学术委员会会议
2	计算机学院人工智能研究所学术研讨会召开
2	国际知名管理思想家亨利&#8226;明茨伯格教授受聘我校客座教授并举行学术演讲会
2	我国著名的电力系统专家、中科院院士、清华大学卢强教授应邀来我校学术访问
2	“WTO与司法审查的改革”学术研讨会在杭举行
2	流体传动及控制国家重点实验室2005年学术委员会年会召开
2	“东亚的文化人与共同认知国际学术研讨会”顺利结束
2	环资学院国家自然科学基金资助创新纪录
2	材化学院举行浙江大学－北海道大学功能高分子双边学术讨论会暨龚剑萍博士浙江大学客座教授授予仪式
2	“法律与人文”学术研讨会在我校举行
2	中法行政征收与行政征用学术研讨会在杭召开
2	中国德语文学研究会第十二届年会暨学术研讨会和第十二届冯至德语文学研究奖颁奖仪式在浙江大学隆重举行
2	“卡特”创新集体与成果获浙江省职工经济技术创新活动优秀成果
2	教育学院举办高等教育政策研究学术讲座
2	第二届全国非饱和土学术研讨会在我校举行
2	南京航空航天大学校长胡海岩兼职教授受聘仪式暨学术报告会在我校举行
2	“权利保障制度与私营经济发展”学术研讨会在杭州举行
2	2004年浙江大学流体传动及控制国家重点实验室学术委员会年会召开
2	东亚地区德语教学学术研讨会举行
2	“东方智慧与广告传播”国际学术研讨会在我校召开
2	计算机学院郑建强、胡睿、曹智清获得2004年“IBM中国优秀学生奖学金”
2	国际有机废弃物循环与利用学术讨论会举行
2	诺贝尔经济学奖获得者Robert William Fogel教授浙江大学名誉教授聘任仪式暨学术报告举行
2	人文学院古籍研究所学生荣获第八届“中国古文献奖学金”三等奖
2	斯坦福大学前副校长William F.Miller博士学术报告和兼职教授授聘仪式在我校举行
2	瑞典皇家农林科学院院士Bror Mrein应邀访问动物科学学院
2	20世纪西方哲学回顾暨夏基松教授80华诞学术讨论会举行
2	中科院大连化物所与材化学院在我校举行“化工前沿青年学术报告会”
2	“传播与社会秩序”国际学术研讨会在我校召开
2	动物科学学院举行教授学生交流会
2	项兵博士“浙江大学兼职教授”授聘仪式暨学术报告会在紫金港校区举行
2	俞可平博士“浙江大学兼职教授”授聘仪式暨学术报告会在浙大举行
2	顾明远教授在教育学院作学术讲座
2	刘国材教授“浙江大学客座教授”授予仪式暨学术报告会举行
2	生命科学学院与香港中文大学生物学系签订合作协议
2	农业工程技术发展战略学术报告会在我校举行
2	现代多媒体网络外语教学学术研讨会在我校召开
2	教育学院中外教育现代化研究所举行学术研讨会
2	我校植物科学实验中心智能玻璃温室开园仪式在华家池校区举行
2	第十二届全国信息论学术年会在我校召开
2	中国工程院院士、中国农科院畜牧研究所张子仪访问动物科学学院
2	生命科学学院召开教改项目交流检查会
2	人文学院中文系第11届论文报告会在西溪校区邵科馆举行
2	体育社会科学国际研讨会召开
2	国内首届绿色居住国际学术研讨会召开
2	“光电信息功能材料重大研究计划”2002年学术研讨会召开
2	“加入WTO与中国经济国际化”国际学术研讨会举行
2	“21世纪教育科学与学术期刊国际论坛”在我校举行
2	我校举行了第一届全国环境化学学术讨论会
2	国际农产品产后加工工程技术学术研讨会在我校召开
2	生命科学学院召开领导班子及成员届中考核述职报告会
2	“动物源食品安全国际学术研讨会”在我校召开
2	经济学院举行学术顾问聘任仪式
2	日本筑波大学石敏俊博士在“卡特”作学术讲座
2	动物科学学院举行农业推广硕士开学典礼
2	生命科学学院举行离退休教职工新春茶话会
2	动物科学学院召开学科建设研讨会
2	国家自然科学基金委到信息学院召开座谈会
2	“东北亚地区地球环境变化对植物的影响国际学术研讨会”在杭州召开
2	教育学院举行第三届研究生论文报告会
3	生命科学研究院举行第三次国际学术评估
3	浙江大学建筑设计研究院荣获34项2017年全国优秀工程勘察设计行业奖
3	无锡市火车站北广场综合交通枢纽项目荣获中国建筑设计奖（建筑给水排水）奖
3	动物科学学院喜获中华农业科技奖一等奖1项
3	浙大学子陈亮荣获首届全国大学生生命科学竞赛一等奖
3	建工学院韩昊英教授荣获第三届中国城市规划青年科技奖
3	喜报|浙江大学传媒学院学子“讲好中国故事”大赛创佳绩！
3	我校徐群晖老师荣获“第五届亚洲微电影艺术节金海棠奖”
3	叶庆均受聘浙江大学校董
3	青教获佳绩薪火长相传——附属第二医院褚涵文医师荣获省青教赛特等奖
3	浙大管院王颂获浙江省青年教师教学竞赛一等奖
3	海洋学院学子在浙江省海洋知识竞赛上夺魁
3	喜报！建工本科生荣获第十一届全国大学生结构设计竞赛一等奖和最佳制作奖
3	行走在设计之路——浙大建筑设计院项目喜获“美国建筑大奖”荣誉提名奖
3	援疆路上的浙大人 —— 中组部第八批优秀援疆干部王建江同志南疆经历
3	熊伟教授荣获2017国际质量大奖Akao Prize 成首位获奖华人学者
3	冯新华实验室在美国科学院院报PNAS上发表论文阐述Smad7促进小鼠胚胎干细胞全能性的分子机制
3	信息学部2位优秀青年教师在第五届“中美工程前沿研讨会（CAFOE）”崭露头角
3	浙大梦 教育梦，西溪起航——教育学院顺利举办2017年优秀大学生夏令营
3	打破谐振系统“时间带宽极限”的百年魔咒，光电学院合作完成的研究成果在《SCIENCE》发表
3	浙江大学（长兴）农业科技园荣获 “两美浙江绿色发展示范单位”荣誉
3	医学院聘任优秀校友担任“校友导师” 推动校友发挥育人功能
3	中国速度、奔跑青春――浙大学子谢震业获第五届浙江省“十佳大学生”荣誉称号
3	光明日报：郁建兴教授――让人民群众有更多改革获得感
3	浙大出版社《中国“金钉子”――中国全球年代地层单位界线层型剖面和点位研究》获中华优秀出版物（图书）正式奖
3	六位教师受聘广西忻城县产业首席专家
3	林晓博士在Science Advances上发表科研成果
3	浙大出版社《中国“金钉子”——中国全球年代地层单位界线层型剖面和点位研究》获中华优秀出版物（图书）正式奖
3	科学携手艺术 笔墨书写古籍 --知名院士学者书法展、“四库全书”主题书法展、“昌明书学｜连古通今”学术研讨会圆满举办
3	徐海圣副教授荣获“全国科普工作先进工作者”称号
3	郑斌博士在Light: Science & Applications发表科研成果
3	附属第一医院李兰娟院士喜获2016年度“谈家桢生命科学奖”
3	周伟军教授油菜育种研究获“全国商业科技进步奖一等奖”
3	生命科学研究院举行第三次国际学术评估
3	浙江大学建筑设计研究院荣获34项2017年全国优秀工程勘察设计行业奖
3	无锡市火车站北广场综合交通枢纽项目荣获中国建筑设计奖（建筑给水排水）奖
3	动物科学学院喜获中华农业科技奖一等奖1项
3	浙大学子陈亮荣获首届全国大学生生命科学竞赛一等奖
3	建工学院韩昊英教授荣获第三届中国城市规划青年科技奖
3	喜报|浙江大学传媒学院学子“讲好中国故事”大赛创佳绩！
3	我校徐群晖老师荣获“第五届亚洲微电影艺术节金海棠奖”
3	叶庆均受聘浙江大学校董
3	青教获佳绩薪火长相传——附属第二医院褚涵文医师荣获省青教赛特等奖
3	浙大管院王颂获浙江省青年教师教学竞赛一等奖
3	海洋学院学子在浙江省海洋知识竞赛上夺魁
3	喜报！建工本科生荣获第十一届全国大学生结构设计竞赛一等奖和最佳制作奖
3	行走在设计之路——浙大建筑设计院项目喜获“美国建筑大奖”荣誉提名奖
3	援疆路上的浙大人 —— 中组部第八批优秀援疆干部王建江同志南疆经历
3	熊伟教授荣获2017国际质量大奖Akao Prize 成首位获奖华人学者
3	冯新华实验室在美国科学院院报PNAS上发表论文阐述Smad7促进小鼠胚胎干细胞全能性的分子机制
